id,ra,dec,transient_label,transient_mag,transient_filter,host_label_1,host_label_2,host_offset_1,host_offset_2,host_redshift_1,u1,g1,r1,i1,z1,host_redshift_2,u2,g2,r2,i2,z2
26115,231.65958,28.86628,SN,18.56,G-Gaia,GALAXY,STAR,0.0127624872887845,0.0237192820513701,0.096086,19.10822,17.80843,17.16231,16.76826,16.52267,0,24.1777,25.11425,24.65511,22.34842,22.25238
26108,163.15962,22.22875,SN,18.81,G-Gaia,GALAXY,GALAXY,0.111568734087252,0.112991914873092,0.074835,18.54581,16.70633,15.80467,15.40456,15.09094,0.385073,23.47648,22.1643,21.55473,21.13709,22.13926
26107,179.90417,27.53057,SN,18.88,G-Gaia,GALAXY,GALAXY,0.019601041783709,0.214866125808382,0.507341,21.67824,21.16788,21.04954,20.78315,20.67971,0.183047,24.90247,22.61891,22.55648,22.4509,22.61216
26087,260.47942,29.30933,SN,18.6,G-Gaia,GALAXY,STAR,0.18410874252903,0.191313821231668,0.355051,23.16919,22.12251,21.35446,21.09936,20.58469,0,24.74999,23.79862,24.57438,23.86257,23.0883
26074,261.96804,60.09606,SN,17.9,Clear-,GALAXY,STAR,0.0773049640294623,0.350000402101992,0.031595,16.78494,14.85204,14.01812,13.58886,13.27892,0,24.69421,22.75134,22.20548,21.96408,21.65757
26057,118.11229,16.49403,SN,18.7,r-ZTF,STAR,GALAXY,0.00233935489996189,0.075330197294868,0,22.26776,21.94596,22.42986,22.48185,22.82694,0.03916,19.37319,18.16536,17.8183,17.63643,17.48023
26045,159.51662,45.25664,SN,20.3,r-ZTF,GALAXY,STAR,0.0393034862672895,0.265828517220452,0.105925,20.55148,19.24388,18.76208,18.44326,18.43586,0,24.73612,22.98687,22.04674,22.28619,22.01968
26044,246.05579,25.27206,SN,20.6,r-ZTF,GALAXY,GALAXY,0.0179056274395282,0.148298330611736,0.110815,24.16931,22.09181,21.35296,21.2618,21.72827,0.499738,22.63172,22.59459,21.54164,21.1221,20.62401
26041,261.64162,34.37356,SN,20.1,r-ZTF,STAR,GALAXY,0.0219384033968434,0.0501540596033325,0,24.65623,25.13388,24.8115,22.2585,19.47559,0.070597,18.47944,17.03711,16.36959,15.98371,15.72638
26040,251.85638,25.68508,SN,19.7,r-ZTF,GALAXY,STAR,0.0427885117553939,0.382396269469813,0.12202,19.71821,17.67036,16.60172,16.14991,15.80287,0,23.74806,20.89804,19.75962,19.35406,19.08627
26039,176.54983,9.35503,SN,19.0,r-ZTF,GALAXY,GALAXY,0.0693085624042567,0.338637692551113,0.085419,20.16038,18.7844,18.24748,17.91824,17.68225,0.905679,25.2662,22.92018,22.15833,22.66298,21.21956
26035,177.93967,57.79954,SN,18.471,orange-ATLAS,GALAXY,STAR,0.0788293604855762,0.210633772414097,0.066971,18.38168,17.27355,16.86406,16.57997,16.45386,0,24.7691,24.16514,23.03906,21.5819,20.51099
26038,219.45421,45.54928,SN,19.7,g-ZTF,GALAXY,GALAXY,0.0524238664117832,0.15199345190845,0.134707,18.71075,17.50717,16.77703,16.36634,16.09693,0.575624,24.42863,23.83923,22.13989,21.1498,20.52776
26037,177.79775,16.52983,SN,19.6,r-ZTF,GALAXY,GALAXY,0.0344412277787717,0.0721121902022069,0.062209,19.33101,18.35368,18.01493,17.77256,17.67977,0.604237,22.76676,22.09482,21.7358,21.52644,22.54703
26029,156.20021,-2.5099,SN,19.26,G-Gaia,GALAXY,GALAXY,0.0178809870092545,0.154329631208598,0.077954,18.57088,17.60365,17.21229,16.88783,16.76527,0.359984,24.86795,24.31477,22.24678,21.2289,22.02704
26023,223.20642,18.08021,SN,19.192,cyan-ATLAS,GALAXY,STAR,0.176859565688911,0.24938292650104,0.415347,24.09959,22.93159,21.9658,21.49997,21.89867,0,21.53071,21.50536,21.2826,21.67946,21.13174
26024,199.25658,-2.2769,SN,19.8,V-crts-CRTS,GALAXY,STAR,0.00477002192291432,0.258956362803803,0.090871,20.80694,19.64755,19.27127,18.98711,18.93688,0,23.24731,20.89641,19.46268,18.29042,17.62447
26021,160.67567,25.99477,SN,18.161,cyan-ATLAS,GALAXY,STAR,0.051164261918091,0.255795079566879,0.035022,18.9369,17.93352,17.54519,17.3444,17.13487,0,23.43529,24.42583,22.46269,23.2532,22.7381
26013,109.48308,40.98552,SN,17.632,orange-ATLAS,STAR,STAR,0.113564900065595,0.118318782076461,0,20.87085,19.49697,19.17741,19.04782,19.11683,0,25.23812,23.42648,22.63638,22.02134,23.34879
25970,269.41817,50.03881,SN,18.0,g-Sloan,GALAXY,GALAXY,0.0726970987884916,0.179189632090736,0.1256,21.04362,20.35653,20.35509,20.15122,20.27344,0.507072,23.89211,23.07954,22.30543,22.60283,22.9774
25971,145.29429,24.02236,SN,17.0,V-Johnson,GALAXY,GALAXY,0.0526198632809744,0.056804683407475,-9999,17.51552,16.74336,16.91034,17.36862,17.89644,0.061804,17.55707,15.91277,15.17103,14.69278,14.4006
25972,220.91271,18.87018,SN,18.1,g-Sloan,GALAXY,STAR,0.048036013288498,0.137174989518488,0.037441,17.65911,15.78699,14.94395,14.51243,14.197,0,20.89757,19.86587,19.46652,19.39952,19.26236
25932,185.57821,9.0313,SN,20.5,V-crts-CRTS,GALAXY,GALAXY,0.0524136919317297,0.213805750310327,0.17824,19.798,18.88437,18.29818,17.97471,17.8534,0.534095,23.79887,23.21597,22.99972,21.4789,21.21602
25926,172.54842,4.41544,SN,16.9,g-Sloan,GALAXY,GALAXY,0.0111084807723377,0.206378722698389,0.027564,18.00154,16.57619,15.95818,15.66937,15.45153,0.425053,24.43328,23.52756,22.49048,22.31516,21.79261
25911,209.77287,58.26837,SN,17.84,G-Gaia,GALAXY,GALAXY,0.00266857024455701,0.31365433805904,0.079937,20.19402,18.88294,18.38997,18.09557,17.90684,0.063018,18.27273,16.33025,15.44447,15.01936,14.68317
25907,207.89317,-5.88994,SN,17.8,g-Sloan,GALAXY,STAR,0.0342421857992968,0.250942078783437,0.067238,19.65639,18.89417,18.67741,18.42876,18.3277,0,22.90513,22.63997,22.62094,22.01345,21.22213
25901,195.11062,18.61947,SN,17.9,g-Sloan,GALAXY,STAR,0.0689961218477757,0.0764851363897937,0.062844,19.49075,18.02032,17.57643,17.30341,17.13182,0,22.91922,25.1143,24.65443,24.36175,22.82688
25906,160.065,1.8882,SN,18.77,G-Gaia,GALAXY,STAR,0.0570475652944941,0.178897262253235,0.118244,20.69045,19.09161,18.26029,17.7952,17.47318,0,23.01,21.95215,20.96931,20.55738,20.18072
25896,197.86562,65.6381,SN,18.63,G-Gaia,GALAXY,STAR,0.042975532137315,0.0718899456241144,0.340763,23.21282,21.84117,21.02518,20.69022,20.68412,0,23.46058,22.08526,20.78902,20.04437,19.69243
25892,193.45604,29.59106,SN,18.2,Clear-,STAR,STAR,0.0526970394414265,0.108050053555499,0,22.72009,23.35409,22.68922,22.81383,22.05948,0,22.49154,23.07599,22.39258,22.3839,22.95114
25877,191.16058,6.30132,SN,18.2,g-Sloan,GALAXY,GALAXY,0.0164378580149521,0.518469722667046,0.078225,19.40582,17.69525,16.89247,16.46563,16.18628,0.635924,24.7618,23.49096,22.64041,21.97799,21.68302
25881,162.31808,26.37309,SN,18.22,G-Gaia,STAR,STAR,0.130127004716417,0.162093822803352,0,24.16114,24.61848,24.33424,23.81655,21.27258,0,24.45071,24.6987,24.52679,22.40561,22.61242
25885,335.91037,4.63066,SN,18.49,G-Gaia,GALAXY,STAR,0.0135508233276195,0.126601120078515,0.086072,25.22093,19.48246,19.05695,18.69555,18.66452,0,23.835,23.78066,21.52951,20.0764,19.26023
25875,127.91767,-4.11781,SN,17.0,Clear-,GALAXY,STAR,0.094368324574867,0.144288840865778,-9999,17.65342,16.95236,16.92282,15.92515,23.17981,0,24.63464,20.92329,23.92708,24.3618,20.93298
25850,206.64708,29.11017,SN,18.14,Clear-,GALAXY,GALAXY,0.178200294815201,0.413987365600279,0.100116,18.77739,17.08254,16.15953,15.69596,15.35489,0.311693,23.56404,21.6079,20.42018,20.11777,19.86977
25865,334.30117,-3.89254,SN,18.89,G-Gaia,STAR,GALAXY,0.0955809439535148,0.100197094046091,0,24.17554,23.5164,24.08281,22.94257,21.21929,0.177624,19.66051,18.595,17.86066,17.46646,17.19519
25851,153.23454,46.41809,SN,18.19,G-Gaia,GALAXY,GALAXY,0.109757637155873,0.161991578313167,0.041629,17.08398,15.27191,14.41812,14.05169,13.74382,0.299593,23.20006,22.2506,20.99788,21.05342,20.99173
25849,176.76717,19.55078,SN,18.28,Clear-,GALAXY,STAR,0.019577650217679,0.100803936710613,0.163322,21.15506,19.73928,18.88049,18.41359,18.13092,0,24.71507,23.2339,22.73886,22.36168,22.34811
25832,241.41767,15.59205,AGN,18.956,orange-ATLAS,GALAXY,STAR,0.00405807779287262,0.172770082822691,0.054344,17.88825,16.20054,15.35351,14.96123,14.68153,0,21.01883,19.3303,18.55183,18.26357,18.06803
25833,190.38058,26.0331,SN,20.1,V-crts-CRTS,STAR,STAR,0.116291375155605,0.124689525873848,0,23.73313,23.55163,23.00848,22.49738,22.15197,0,24.24976,24.59843,23.20042,23.47267,22.95712
25826,175.28317,24.81961,SN,16.7,Clear-,GALAXY,GALAXY,0.13706061800194,0.143857602426128,-9999,23.71708,22.70544,23.865,24.3618,21.35664,-9999,15.30734,13.31445,12.52379,12.11236,11.80971
25816,140.74483,9.06964,SN,18.8,G-Gaia,STAR,GALAXY,0.293912266613662,0.346984705491322,0,25.32805,24.08443,22.59704,22.29027,22.42984,0.495628,23.0021,22.96864,22.04681,22.68321,21.25009
25801,200.57842,-1.88111,SN,20.775,g-Sloan,GALAXY,GALAXY,0.0169244491110258,0.269100972535251,0.057241,18.62291,17.55638,17.18903,16.90415,16.74651,0.371138,23.20187,21.98525,20.23269,19.66785,19.27341
25785,207.362,26.46192,SN,18.3,g-Sloan,GALAXY,GALAXY,0.0289002531117594,0.19920314957528,0.073066,18.68204,16.7597,15.86666,15.41285,15.08702,0.906566,24.45977,22.95769,22.43907,22.61233,21.28085
25783,265.5675,50.48875,SN,18.156,orange-ATLAS,GALAXY,STAR,0.00992478311563283,0.152664639570326,0.035197,16.77046,15.51304,15.03678,14.73173,14.51759,0,22.51933,21.66212,21.89093,21.8771,21.5681
25779,128.93942,28.27028,SN,18.42,orange-ATLAS,GALAXY,STAR,0.0267731884893706,0.210971870667742,0.08008,20.74641,19.36987,18.977,18.69658,18.63811,0,25.13522,23.46984,23.32474,22.04514,21.62816
25766,254.27067,39.38169,SN,18.22,Clear-,GALAXY,STAR,0.00842241932986231,0.32171318236741,0.105741,20.91965,19.27867,18.50047,18.14862,17.88458,0,21.87673,21.27154,20.85824,20.89764,20.91082
25765,181.24362,32.39143,SN,17.8,g-Sloan,STAR,GALAXY,0.050861927852488,0.112325243516913,0,23.68549,22.71595,24.26726,21.37759,22.82689,0.032145,16.90172,15.1799,14.40328,13.9982,13.70445
25767,248.04825,42.71322,SN,17.29,Clear-,GALAXY,GALAXY,0.0515147021675716,0.0663660408131063,0.053085,18.52126,16.51775,15.5428,15.04271,14.59732,0.3811,24.11226,21.78667,20.24839,19.79963,18.98734
25764,180.42962,8.13469,SN,17.0,g-Sloan,GALAXY,STAR,0.0180237282419055,0.193909572069743,0.051466,18.33496,16.54628,15.76426,15.40271,15.13554,0,24.25918,22.6331,22.91736,21.76607,22.40391
25762,181.36112,20.29912,SN,16.69,orange-ATLAS,STAR,STAR,0.0269734634337966,0.106880069411878,0,24.16841,24.03754,22.98052,24.02936,23.21181,0,24.37699,25.04254,23.10176,24.39067,22.74958
25759,218.97258,35.28837,SN,17.1,g-Sloan,GALAXY,GALAXY,0.0954243772819481,0.139754100530512,0.055806,18.34007,16.53006,15.71618,15.32397,15.05922,0.546739,24.02642,23.02226,22.21263,21.69328,22.27967
25757,170.72871,16.58972,VS,13.8,Clear-,GALAXY,GALAXY,0.012612074300611,0.0685210772178982,0.024907,13.86334,12.79665,12.44011,12.20235,12.07429,-9999,14.71872,13.26362,12.2151,11.79937,11.45644
25755,138.08408,13.67281,SN,16.5,g-Sloan,GALAXY,GALAXY,0.0789594356317647,0.254300970082949,0.029661,17.01302,15.08735,14.253,13.8465,13.51795,0.207895,22.75756,19.89401,18.63997,18.1319,17.95577
25742,237.51442,42.0883,SN,17.0,g-Sloan,GALAXY,STAR,0.0222056423440062,0.48701449636126,0.131254,22.78629,21.19563,20.78362,20.49673,20.16112,0,23.42711,22.98309,22.10546,21.80728,22.36886
25739,144.64829,17.02917,SN,17.0,Clear-,STAR,STAR,0.149712459691876,0.184950608520393,0,24.64881,23.47394,23.47467,22.75465,22.34731,0,23.30397,22.0698,20.51602,19.30556,18.81804
25727,222.69967,54.408,SN,18.0,Clear-,GALAXY,GALAXY,0.131395507359768,0.211417058347375,-9999,19.51682,16.81948,23.27562,21.65944,21.48402,0.319268,25.11096,24.48079,22.8822,22.88363,22.8272
25719,182.65912,39.39639,SN,15.3,Clear-,GALAXY,STAR,0.179285888987701,0.20568844258077,0.37474,19.30302,16.02958,14.9414,14.86764,16.43854,0,22.04889,22.49286,24.80203,24.36181,22.8269
25700,245.78262,39.31496,SN,17.409,orange-ATLAS,STAR,STAR,0.0204282658538717,0.0775112398217723,0,22.63249,22.57932,23.64452,24.36179,22.82689,0,22.58994,22.1432,22.00447,21.80021,22.45934
25683,243.75333,31.07195,SN,17.773,orange-ATLAS,STAR,STAR,0.030026122834601,0.0788197580818058,0,21.77339,21.4473,21.33848,21.59256,22.56629,0,22.00234,21.33433,21.35778,21.4422,21.36865
25663,198.60621,50.97801,SN,17.5,g-Sloan,GALAXY,STAR,0.117333430734007,0.206883109996063,0.032036,16.79103,14.91254,14.10181,13.69922,13.40832,0,24.86847,24.72063,24.80202,22.72989,22.69616
25653,227.35633,25.47154,SN,17.6,orange-ATLAS,GALAXY,STAR,0.0483020465344478,0.107601335073112,0.022109,18.05876,16.93324,16.53297,16.34554,16.20128,0,21.06348,20.2896,20.03629,19.89844,20.06358
25650,138.73042,46.9025,SN,18.0,Clear-,STAR,GALAXY,0.0624463516081732,0.0727976718035044,0,23.16449,25.11437,21.04559,24.3618,22.82689,0.022539,15.72732,14.20587,13.38812,12.95153,12.65989
25647,225.48887,25.7711,SN,17.8,g-Sloan,GALAXY,GALAXY,0.0183320512661625,0.420645897316875,0.0523,18.3434,16.74817,15.96233,15.54502,15.19803,0.502597,23.30423,23.70546,22.33942,21.84314,21.76939
25644,176.16879,13.56225,SN,19.31,w-PS1,GALAXY,STAR,0.154291850036202,0.246902094212404,0.106979,19.97774,19.18161,18.87735,18.65238,18.84899,0,25.11222,23.00631,21.68452,21.08061,20.32889
25625,218.33304,41.2676,SN,17.2,g-Sloan,STAR,GALAXY,0.0894190624892011,0.109693147766856,0,23.38544,25.11437,24.32293,23.95953,22.82689,0.026059,18.39676,17.22792,16.86041,16.69183,16.58899
25615,157.46542,9.01286,SN,17.9,g-Sloan,GALAXY,STAR,0.038409413469984,0.100003904712498,0.134673,21.94446,21.09075,20.81103,20.53584,20.48712,0,25.37637,22.88416,21.48044,20.32788,20.06254
25605,124.27879,56.00528,SN,17.3,g-Sloan,GALAXY,GALAXY,0.00273536284584843,0.204870926424216,0.036515,18.27855,16.5801,15.82122,15.44537,15.15995,0.385033,24.56465,23.6457,22.3076,22.18476,21.78568
25571,215.7105,-22.30803,VS,16.84,G-Gaia,STAR,STAR,0.181291143284579,0.392383824531105,0,20.02527,18.54291,17.95671,17.74549,17.62605,0,24.41158,23.14206,22.03135,21.19717,21.98875
25555,196.08737,1.15093,AGN,18.196,orange-ATLAS,GALAXY,GALAXY,0.00495516741697485,0.20396388906076,0.052198,18.55744,16.81662,16.06835,15.73624,15.45644,-9999,24.19823,24.65114,22.55135,23.33211,22.70451
25552,185.54337,26.99457,SN,,orange-ATLAS,GALAXY,STAR,0.00491824836053715,0.255565186433435,0.091368,19.91174,18.02607,17.11316,16.72105,16.41747,0,25.21159,25.38152,22.00291,24.39775,22.52065
25554,190.45854,68.26065,SN,18.448,cyan-ATLAS,GALAXY,GALAXY,0.0224172066939892,0.0518913150480023,0.104298,22.16588,19.97773,19.56221,19.23294,19.28916,0.459963,22.43237,21.71257,21.36267,21.43239,21.28847
25545,172.09521,44.74911,SN,18.061,cyan-ATLAS,STAR,GALAXY,0.0691925009892595,0.106921962757997,0,24.79342,25.0647,23.05162,21.82086,21.16046,0.075992,18.15663,17.11512,16.70032,16.35016,16.22351
25533,217.60379,11.9326,SN,17.5,V-crts-CRTS,STAR,STAR,0.141060351163638,0.173122354152821,0,24.11174,23.4416,24.20977,22.14853,22.73857,0,24.63467,25.11438,23.35123,24.3618,22.7769
25540,227.68146,5.48092,SN,18.67,orange-ATLAS,GALAXY,GALAXY,0.00445739981124035,0.18841818433566,0.084046,20.2092,18.32821,17.41829,17.00515,16.67711,0.601919,23.18,22.52425,21.60792,21.01214,20.3414
25523,143.439,56.85302,SN,19.582,cyan-ATLAS,GALAXY,GALAXY,0.0124672682692697,0.115571945220295,0.259269,22.74872,21.67102,21.04907,21.0092,20.46219,0.487458,23.93738,23.55825,22.60902,20.51425,19.65468
25525,110.50996,41.56943,SN,19.428,cyan-ATLAS,GALAXY,GALAXY,0.0234854376734725,0.261769196449703,0.126243,21.21225,19.36837,18.48229,18.08542,17.85536,0.842119,22.86918,22.39691,22.38779,21.41592,21.06707
25502,204.32983,-1.29631,SN,21.85,i-Sloan,GALAXY,STAR,0.0486892808625139,0.366626212417317,0.055583,17.69693,16.65299,16.16728,15.87053,15.71112,0,22.75373,22.43684,20.95275,19.57592,18.855
25521,224.28958,19.7,SN,18.6,V-crts-CRTS,STAR,GALAXY,0.153530464789439,0.161238040872601,0,21.73911,21.5165,21.46368,22.00204,22.90449,0.344125,21.61954,21.13111,20.90909,20.82456,20.89699
25475,119.85429,16.4265,SN,17.3,Clear-,GALAXY,GALAXY,0.0189107262401826,0.0768889592757749,0.84072,20.91361,20.64684,20.58516,20.59031,20.17062,0.355447,22.11026,21.3916,21.2493,21.03807,21.22044
25464,103.52504,8.57247,SN,19.032,orange-ATLAS,GALAXY,GALAXY,0.0333358886785184,0.147730657453924,0.211151,20.82112,20.20304,19.75377,19.65709,19.7052,-9999,18.00218,16.88036,16.48105,16.40357,16.29726
25460,162.8185,22.47761,SN,18.4,r-ZTF,GALAXY,GALAXY,0.06473407492033,0.236780117531071,0.08581,18.34894,17.37601,16.90594,16.59012,16.42507,0.470598,23.59276,23.47902,22.16061,21.52849,22.02316
25459,165.18908,22.2875,SN,18.1,r-ZTF,GALAXY,GALAXY,0.074775225368032,0.263114015771295,0.028059,17.80956,16.78213,16.34203,16.11453,15.92893,0.432295,24.80822,23.48385,21.55532,20.77091,20.42695
25444,236.09662,39.56088,SN,19.13,i-Sloan,GALAXY,STAR,0.118940455322816,0.258701450562046,0.061125,18.17729,16.63328,15.87678,15.44199,15.14464,0,25.04542,24.11839,22.50066,20.61104,19.96601
25445,236.09587,39.55809,SN,18.42,i-Sloan,GALAXY,STAR,0.0520230149095937,0.161692823101183,0.061125,18.17729,16.63328,15.87678,15.44199,15.14464,0,21.9431,22.36087,22.26879,21.89409,21.64145
25430,213.40871,34.94557,SN,20.28,i-Sloan,GALAXY,GALAXY,0.0308959817909907,0.083559437558903,0.03384,19.64798,18.68276,18.6101,18.41702,18.39432,0.068805,20.26589,19.34306,19.14043,18.90514,18.85642
25419,207.095,14.87948,SN,18.224,orange-ATLAS,GALAXY,STAR,0.0443644252451762,0.21102156371935,0.096288,19.85738,18.87386,18.49026,18.23015,18.15076,0,23.28468,23.06075,22.49509,21.96678,22.51898
25414,199.67821,-0.75917,SN,19.86,r-Sloan,GALAXY,GALAXY,0.0141892858012787,0.307440486574001,0.11495,21.1923,19.11403,18.1649,17.72007,17.43865,0.161859,26.06446,23.01413,22.2243,22.82183,22.10711
