NNo,GCVS,RA,Dec,RA (hourangle),Type,Max,Min I,Min II,,Epoch,Year,Period,M-m,Spectrum,References,Other desig. p.m.(as/yr),,Epoch,,Ident.,New type,GCVS,
311522,V1522 Cyg,310.47125,40.2341389,20.69808333,UV,17.9,20.5,,B,,,,,,07498 USNO,,,1953.452,,A2.0,,V1522 Cyg,
311590,V1590 Cyg,310.8254167,40.3058056,20.72169445,UV,16.6,20.2,,p,,,,,,07948 USNO,,,1953.452,,A2.0,,V1590 Cyg,
311698,V1698 Cyg,311.2166667,43.7325,20.74777778,UV,14.3,20.5,,U,,,,,,8508,,,,,,,V1698 Cyg,
311526,V1526 Cyg,311.396625,42.8704722,20.759775,UV,16.5,21,,U,,,,,,07753 USNO,,,1953.452,,A2.0,,V1526 Cyg,
200336,V0336 Cep,311.761375,67.3315556,20.78409167,UV,17,20.5,,p,,,,,,08241 08241,,,1999.739,?,2MASS,,V0336 Cep,
40319,PU    Aqr,311.9141667,0.1445278,20.79427778,UG,17.76,20.6,,r,,,,,pec,80559,,,2006.78,,Lit.,UG,PU    Aqr,
311528,V1528 Cyg,312.2245,41.2144444,20.81496667,UV,16.1,20.6,,U,,,,,,07753 USNO,,,1954.511,,A2.0,,V1528 Cyg,
311790,V1790 Cyg,312.5208333,43.4205556,20.83472222,UV,16.8,21,,p,,,,,,67316,,,,,,,V1790 Cyg,
311529,V1529 Cyg,312.692875,41.965,20.84619167,UV,14.1,20.5,,p,,,,,,07753 2MASS,,,2000.447,,2MASS,,V1529 Cyg,
40273,LY    Aqr *,312.7812917,-8.4603611,20.85208611,R,22.34,23.24,,R,,,0.1,,,75013 75013,,,,,Lit.,R,LY    Aqr,
311494,V1494 Cyg *,313.1087917,43.5560278,20.87391945,UVN,15.5,22,,U,,,,,,07463 07463,,,1990.697,,GCVS,,V1494 Cyg,
311603,V1603 Cyg,313.279375,42.6240556,20.88529167,UV,15.4,20.5,,p,,,,,,07948 2MASS,,,2000.395,,2MASS,,V1603 Cyg,
311709,V1709 Cyg,313.3375,45.0736111,20.88916667,UVN,16.3,20.5,,U,,,,,,8508,,,,,,,V1709 Cyg,
311710,V1710 Cyg,313.3538333,41.7621389,20.89025555,UVN,14.6,21.6,,U,,,,,,08510 USNO,,,1954.511,,A2.0,,V1710 Cyg,
200962,V0962 Cep,313.5989583,60.28525,20.90659722,NA,11,21,,V,56730,2014,,,pec(Nova),81197 81198,,0.000  0.000,2014.26,,Lit.,,V0962 Cep,
311604,V1604 Cyg,313.878125,43.5801389,20.92520833,UVN,16.8,20.5,,U,,,,,,07948 2MASS,,,2000.398,,2MASS,,V1604 Cyg,
311537,V1537 Cyg,313.945625,43.7048611,20.92970833,UVN,16.6,20.6,,U,,,,,,07753 USNO,,,1954.511,,A2.0,,V1537 Cyg,
311712,V1712 Cyg,314.1004167,43.2866667,20.94002778,UVN,17.3,21,,U,,,,,,08511 73138,,,,,GCVS,,V1712 Cyg,
311714,V1714 Cyg,314.3941667,43.1586389,20.95961111,UVN,15.9,21.6,,U,,,,,,08510 USNO,,,1954.511,,A2.0,,V1714 Cyg,
311612,V1612 Cyg,315.88875,41.1911111,21.05925,UV,16.2,20.5,,p,,,,,,07948 2MASS,,,2000.379,,2MASS,,V1612 Cyg,
311613,V1613 Cyg,316.0271667,43.5898611,21.06847778,UVN,15.9,21.5,,U,,,,,,07948 2MASS,,,1999.437,,2MASS,,V1613 Cyg,
40330,QV    Aqr *,316.2080833,1.0960556,21.08053889,UG,17.05,21,,g,,,,,pec(UG),80064 79229,,,2000,,Lit.,UG,QV    Aqr,
580068,AO    Oct,316.2845833,-75.3508333,21.08563889,UG,13.5,21,,p,,,,,,06920 08852,,,1992.423,,GCVS,,AO    Oct,
311500,V1500 Cyg *,317.9025417,48.1506667,21.19350278,NA,1.69,21,,V,42655,1975,,,pec(Nova),09173 07464,,,1990.645,,GCVS,,V1500 Cyg,
40274,LZ    Aqr *,320.8105833,-5.7980278,21.38737222,XNDR,16.5,21.7,,R,50998,1998,,,pec(e),N0130,,,,,Lit.,XN,LZ    Aqr,
40369,V0369 Aqr *,321.6224583,-0.3483333,21.44149722,RR(B),19.7,20.2,,r',,,0.439661,,,81040 USNO,,,1989.712,,G23,,V0369 Aqr,
312070,V2070 Cyg,321.667,52.3189167,21.44446667,LB,19.1,20.2,,B,,,,,,73134 73134,,,1991.762,,GCVS,,V2070 Cyg,
540088,BK    Mic,321.7916667,-44.73225,21.45277778,RR,19.6,20.4,,B,,,,,,68127 68127,,,1993.611,,GCVS,,BK    Mic,
40334,QZ    Aqr *,322.84325,-0.6602778,21.52288333,UGSU,14.1,21,,*,,,,,,80577 USNO,,,1989.712,,GSC2.3,UGSU,QZ    Aqr,
390094,BQ    Gru,323.3769583,-45.16475,21.55846389,RR,19.6,20.4,,B,,,,,,68127 68127,,,1984.159,,A2.0,,BQ    Gru,
200350,V0350 Cep,325.7500417,66.1911111,21.71666945,INT,17,21,,p,,,,,e(T),08381 08381,,,1999.742,,2MASS,,V0350 Cep,
40340,V0340 Aqr,327.1772083,-0.1231667,21.81181389,UGSU,15,22.8,,r',,,,,,80582,,,2001.788,,SDSS,UGSU,V0340 Aqr,
160135,DM    Cap *,328.546375,-9.0226944,21.90309167,NL,20.2,20.7,,*,,,,,pec(e),80030 GSC23,,,1987.784,,GSC2.3,CV,DM    Cap,
312466,V2466 Cyg,330.6743333,46.6519167,22.04495555,UGSU,15.7,21,,B,,,,,,78297 78297,,,1974.692,,Lit.,,V2466 Cyg,
40227,II    Aqr,334.1149167,-20.4566944,22.27432778,NL,19,21.5,,p,,,,,pec(e),73015 76005,,,1985.454,,GCVS,CV,II    Aqr,
40228,IK    Aqr,336.43225,-11.2279167,22.42881667,BLLAC,19.1,20.2,,p,,,,,pec(BL),04033 76005,,,1954.654,,A2.0,BLLac,IK    Aqr,
40380,V0380 Aqr *,340.5002917,-0.7061667,22.70001945,RR(B),20,20.6,,r',,,0.364,,,81040 USNO,,,1988.607,,G23,,V0380 Aqr,
200709,V0709 Cep,344.538,66.3534444,22.9692,N,12.63,20.6,,*,,,,,,77206 77207,,,2001.719,,Lit.,,V0709 Cep,
660082,BD    Psc,345.512625,-2.1944444,23.034175,UV,>18.,21,,p,,,,,,70092 70092,,,1953.914,,A2.0,,BD    Psc,
660260,LL    Psc *,350.446375,0.2356667,23.36309167,RR(B),19.8,20.6,,r',,,0.3486,,,81040 GSC23,,,1991.674,,G23,,LL    Psc,
40152,EH    Aqr,353.5250417,-22.8119167,23.56833611,UG,17.5,21,,p,,,,,,04037 76005,,,,,Lit.,UG,EH    Aqr,
10677,V0677 And,353.5962083,39.2398333,23.57308055,UGSU,18.2,21,,V,,,,,pec(e),80610 80630,,,1995.626,,GSC2.3,UGSU,V0677 And,
180955,V0955 Cas,357.9049583,63.0102778,23.86033055,M,15.7,22,,I,50046,,575,,,76006 2MASS,,,1992.741,,GSC2.2,M,V0955 Cas,
640132,DI    Phe,358.5852083,-47.00575,23.90568055,EA+NL,18.6,20.6,,V,50360.6614,,0.065538,,pec(e),80524 80524,,,1984.121,,A2.0,,DI    Phe,
620370,V0370 Peg,358.663125,28.3816944,23.910875,UG,16.3,21,,R,,,,,,75208 75303,,,1993.645,,GCVS,,V0370 Peg,
181196,V1196 Cas *,358.8267083,56.7206389,23.92178055,EA/RS,19.92,20.2,20.2,r',51800.6104,,0.904404,,,80614 80614,,,1999.5,,Lit.,EA+RS,V1196 Cas,
181198,V1198 Cas *,358.9955417,56.6748889,23.93303611,EA,20.1,20.7,,r',51798.5229,,,,,80614 80614,,,1999.5,,Lit.,EA,V1198 Cas,
181201,V1201 Cas *,359.0345833,56.6927778,23.93563889,UV,18,22,,V,,,,,,80004 80004,,,1992.8,,Lit.,UV,V1201 Cas,
181203,V1203 Cas *,359.0490417,56.7654444,23.93660278,EA/RS,20.05,20.62,20.2,r',51807.2607,,1.531,6,,80614 80614,,,1999.5,,Lit.,EA+RS,V1203 Cas,
181215,V1215 Cas *,359.2384583,56.5676111,23.94923055,EA,21.1,21.5,21.5,r',51798.4653,,2.621486,2,,00001 80614,,,1999.5,,Lit.,EA,V1215 Cas,
181221,V1221 Cas *,359.3550833,56.5769444,23.95700555,EW,19.49,20.2,19.95,V,,,0.2789,,,80004 80004,,,1952.953,,A2.0,EC,V1221 Cas,
181222,V1222 Cas *,359.3749583,56.9595278,23.95833055,EA/RS,20.25,20.6,20.5,r',51801.1921,,0.902117,7,,80614 80614,,,1999.5,,Lit.,EA+RS,V1222 Cas,
181226,V1226 Cas *,359.43775,56.9268333,23.96251667,EA,20.7,20.8,,r',51806.4638,,,,,80614 80614,,,1999.5,,Lit.,EA,V1226 Cas,
181230,V1230 Cas *,359.5557083,56.7600278,23.97038055,EA,20.4,20.58,20.46,r',51807.1193,,1.074,6,,80614 80614,,,1999.5,,Lit.,EA,V1230 Cas,
181232,V1232 Cas *,359.6139167,56.7767778,23.97426111,E,20.86,20.99,,r',51807.5492,,,,,80614 80614,,,1999.5,,Lit.,E,V1232 Cas,
181237,V1237 Cas *,359.6640833,56.6124167,23.97760555,EA/RS,20.51,20.99,,r',51808.7056,,0.450285,14,,80614 80614,,,1999.5,,Lit.,EA+RS,V1237 Cas,
