ID,Name,RA,DEC,Type,Redshift,Host Name,Host Redshift,Discovering Group/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag,Discovery Mag Filter,Discovery Date (UT),Sender,Ext. catalog/s,SDSS objid,SDSS type,SDSS distance,SDSS ra,SDSS dec,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,SDSS obj,SDSS run,SDSS rerun,SDSS field,SDSS camcol
25757,AT 2018aqc,170.72871,16.58972,CV,,NGC 3655,,,ZTF,,,Other - Other,P60 - SED-Machine,1,1,,13.8,Clear-,4/3/2018 21:26,Camarasa,,1237668495242821646,3,0.012612074300611,170.728926679249,16.5896874117467,13.86334,12.79665,12.44011,12.20235,12.07429,14,5360,301,164,3
25674,AT 2018amz,123.63004,-25.21708,CV,,,,GaiaAlerts,ZTF,GaiaAlerts,Gaia18asq,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,15.12,G-Gaia,3/25/2018 16:07,Gaia_Bot1,
25572,AT 2018ajb,220.13779,-15.7564,CV,,,,GaiaAlerts,ZTF,GaiaAlerts,Gaia18aqs,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,18.32,G-Gaia,3/3/2018 22:03,Gaia_Bot1,
25571,AT 2018aja,215.7105,-22.30803,CV,,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18aqr,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.84,G-Gaia,3/16/2018 8:34,Gaia_Bot1,,1237671990815883510,6,0.181291143284579,215.712705004819,-22.3102589341488,20.02527,18.54291,17.95671,17.74549,17.62605,246,6174,301,264,2
25417,AT 2018adh,112.11471,-37.42029,CV,,ESO 368- G 002,0.009672,ASAS-SN,,ASAS-SN,ASASSN-18fe,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,16.39,V-Johnson,3/9/2018 4:48,Vallely,
25413,AT 2018ade,211.60454,-32.0555,CV,,,,GaiaAlerts,ASAS-SN,GaiaAlerts,Gaia18aol,Gaia - Gaia-photometric,LCO-duPont - WFCCD,1,1,,14.64,G-Gaia,3/8/2018 14:36,Gaia_Bot1,
25202,AT 2018vj,252.16621,-62.5973,CV,0,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia18alc,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.8,G-Gaia,2/8/2018 22:53,Gaia_Bot1,
25151,AT 2018tl,100.63854,40.04249,CV,,,,"ASAS-SN, GaiaAlerts",,ASAS-SN, GaiaAlerts,ASASSN-18ci,"ASASSN-1 - Brutus, ASASSN-4 - Leavitt, Gaia - Gaia-photometric",Other - Other,1,1,,16.5,g-Sloan,2/13/2018 3:07,Stanek
25077,AT 2018qq,149.63762,-27.83058,CV,0,LEDA 749345,,ASAS-SN,ePESSTO,ASAS-SN,ASASSN-18cd,"ASASSN-2 - Cassius, ASASSN-3 - Paczynski",ESO-NTT - EFOSC2-NTT,1,1,,17,g-Sloan,2/10/2018 4:48,Stanek,
24950,AT 2018ly,131.68667,-13.8169,CV,0,,,ASAS-SN,ePESSTO,ASAS-SN,ASASSN-18bp,"ASASSN-2 - Cassius, ASASSN-3 - Paczynski",ESO-NTT - EFOSC2-NTT,1,1,,16.45,g-Sloan,1/29/2018 1:40,Stanek,
24871,AT 2018iz,76.756,-35.92047,CV,,,,ASAS-SN,Global SN Project,ASAS-SN,ASASSN-18ay,ASASSN-3 - Paczynski,FTS - FLOYDS-S,1,1,,13.5,g-Sloan,1/20/2018 3:07,Stanek,
24023,AT 2017jdh,67.34679,1.99751,CV,0,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-17rh,ASASSN-2 - Cassius,P200 - DBSP,1,1,,17,V-Johnson,12/22/2017 6:14,Stanek,
24004,AT 2017jco,109.98454,46.82127,CV,,,,Pan-STARRS1,Padova-Asiago,Pan-STARRS1,PS17fjk,PS1 - GPC1,Ekar - AFOSC,1,1,,15.63,i-Sloan,12/8/2017 12:31,PS1_Bot1,
23578,AT 2017imy,354.40675,-60.73256,CV,0,GALEXASC J233737.23-604356.4,,ASAS-SN,ePESSTO,ASAS-SN,ASASSN-17pv,ASASSN-3 - Paczynski,ESO-NTT - EFOSC2-NTT,1,1,,17.6,g-Sloan,11/25/2017 0:43,Stanek,
23207,AT 2017hzh,73.95292,6.16296,CV,,,,"ATLAS, Pan-STARRS1",,ATLAS, Pan-STARRS1,ATLAS17ncw,"ATLAS1 - ACAM1, PS1 - GPC1",BAO-2.16m - Cassegrain,1,1,,16.914,orange-ATLAS,11/11/2017 10:56,ATLAS_Bot1
23114,AT 2017hvs,33.85946,43.27542,CV,,,,ATLAS,iPTF,ATLAS,ATLAS17myk,ATLAS1 - ACAM1,P200 - DBSP,1,1,,18.076,orange-ATLAS,11/3/2017 10:52,ATLAS_Bot1,
23074,AT 2017hue,117.89625,69.42578,CV,,,,ATLAS,iPTF,ATLAS,ATLAS17mxq,ATLAS1 - ACAM1,P200 - DBSP,1,1,,16.362,orange-ATLAS,11/1/2017 14:57,ATLAS_Bot1,
22907,AT 2017hnt,286.45454,49.29744,CV,,,,ATLAS,Padova-Asiago,ATLAS,ATLAS17mei,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,17.394,orange-ATLAS,10/12/2017 6:36,ATLAS_Bot1,
22896,AT 2017hni,66.28267,-23.97277,CV,,,,ATLAS,ASAS-SN,ATLAS,ATLAS17mmm,ATLAS1 - ACAM1,LCO-duPont - WFCCD,1,1,,17.183,orange-ATLAS,10/17/2017 12:20,ATLAS_Bot1,
22888,AT 2017hna,87.90971,16.09193,CV,,,,ATLAS,Padova-Asiago,ATLAS,ATLAS17mlv,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,18.414,orange-ATLAS,10/19/2017 13:33,ATLAS_Bot1,
22839,AT 2017hld,334.59521,34.75235,CV,,,,GaiaAlerts,iPTF,GaiaAlerts,Gaia17cql,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,16.06,G-Gaia,10/17/2017 8:08,Gaia_Bot1,
22822,AT 2017hkm,329.44758,32.48475,CV,,,,GaiaAlerts,,GaiaAlerts,Gaia17cqc,Gaia - Gaia-photometric,Ekar - AFOSC,1,1,,17.39,G-Gaia,10/15/2017 20:03,Gaia_Bot1,
22799,AT 2017hjp,359.13187,-50.94516,CV,0,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia17cpt,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.75,G-Gaia,10/13/2017 14:19,Gaia_Bot1,
22694,AT 2017hfo,303.62292,19.1203,CV,,,,GaiaAlerts,,GaiaAlerts,Gaia17cnz,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,17.87,G-Gaia,10/8/2017 7:53,Gaia_Bot1,
22668,AT 2017heo,91.47396,-29.09612,CV,,,,ASAS-SN,,ASAS-SN,ASASSN-17ne,ASASSN-2 - Cassius,P60 - SED-Machine,1,1,,15.4,V-Johnson,10/9/2017 8:23,Stanek,
22566,AT 2017haq,99.71075,1.98881,CV,,,,GaiaAlerts,,GaiaAlerts,Gaia17cmc,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,17.4,G-Gaia,9/30/2017 12:31,Gaia_Bot1,
22519,AT 2017gyv,262.63033,-32.70416,CV,0,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia17cke,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.76,G-Gaia,9/22/2017 13:27,Gaia_Bot1,"
22518"""
22469,AT 2017gwx,328.95337,-17.8157,CV,0,,,"ASAS-SN, GaiaAlerts","ASAS-SN, ePESSTO",ASAS-SN, GaiaAlerts,ASASSN-17my,"ASASSN-1 - Brutus, Gaia - Gaia-photometric","Magellan-Baade - IMACS, ESO-NTT - EFOSC2-NTT",1,1,,16.34,V-Johnson,9/26/2017 8:01,Prieto
22342,AT 2017gsa,15.52833,1.27577,CV,0,,,ATLAS,ePESSTO,ATLAS,ATLAS17kol,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,16.69,orange-ATLAS,9/12/2017 11:18,ATLAS_Bot1,,1237678617424626296,3,0.00375106874431385,15.5282776702938,1.27580422625022,21.93943,22.02399,21.84586,21.91493,21.07194,632,7717,301,433,1
22303,AT 2017gqq,102.26946,17.50114,CV,,,,PTSS,,PTSS,PTSS-17waj,CNEOST - STA1600,NOT - ALFOSC,1,1,,17.4,i-Sloan,9/7/2017 20:27,Li,,1237679583765662815,6,0.124958511278194,102.268995554784,17.5031749932908,24.36018,22.22068,20.81611,20.36512,20.18426,3167,7942,301,27,1
22196,AT 2017gop,317.78383,63.54869,CV,,,,Pan-STARRS1,,Pan-STARRS1,PS17enk,PS1 - GPC1,NOT - ALFOSC,1,1,,16.01,i-Sloan,8/7/2017 10:01,PS1_Bot1,
22118,AT 2017glp,78.18787,-69.95557,CV,,LMC,,ASAS-SN,,ASAS-SN,ASASSN-17lo,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,15.05,V-Johnson,9/3/2017 7:40,Stanek,
22013,AT 2017ghp,33.11746,46.89256,CV,,,,ATLAS,,ATLAS,ATLAS17juy,ATLAS1 - ACAM1,Ekar - AFOSC,1,1,,17.53,cyan-ATLAS,8/23/2017 14:00,ATLAS_Bot1,,1237661117553313401,6,0.190283256907913,33.1174932012835,46.8957313064592,24.2354,23.69602,21.76638,21.35751,20.76744,1657,3642,301,20,5
21988,AT 2017ggq,303.22875,16.21147,CV,,,,ATLAS,TexSNs,ATLAS,ATLAS17jsu,ATLAS1 - ACAM1,"NOT - ALFOSC, HET - HET-LRS",1,1,,16.99,orange-ATLAS,8/6/2017 11:25,ATLAS_Bot1,
21981,AT 2017ggj,282.06329,17.28623,CV,0,,,ATLAS,ePESSTO,ATLAS,ATLAS17jqk,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.9,cyan-ATLAS,8/18/2017 8:49,ATLAS_Bot1,
21969,AT 2017gfx,216.32292,-26.24835,CV,0,,,ATLAS,ePESSTO,ATLAS,ATLAS17jqo,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,18.16,cyan-ATLAS,8/16/2017 5:58,ATLAS_Bot1,
21967,AT 2017gfv,298.19733,-6.19258,CV,0,,,ATLAS,ePESSTO,ATLAS,ATLAS17jqb,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,17.64,orange-ATLAS,8/15/2017 10:00,ATLAS_Bot1,
21956,AT 2017gfk,300.43367,-33.98276,CV,0,,,ATLAS,ePESSTO,ATLAS,ATLAS17jjb,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,16.67,orange-ATLAS,8/10/2017 9:54,ATLAS_Bot1,
21877,AT 2017gcj,265.24821,-61.34725,CV,0,,,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia17cbq,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.54,G-Gaia,8/12/2017 13:30,Gaia_Bot1,
21840,AT 2017gay,10.10154,41.06756,CV,,M31,,,,,,Other - Other,NOT - ALFOSC,1,1,,15.8,Clear-,8/15/2017 0:02,Conseil,
20630,AT 2017egv,236.08217,-6.82052,CV,,2MASX J15441967-0649156,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-17gs,"ASASSN-2 - Cassius, ASASSN-1 - Brutus",LT - SPRAT,1,1,,17.3,V-Johnson,5/25/2017 9:36,Stanek,
20367,AT 2017dwu,277.195,32.45163,CV,,,,GaiaAlerts,,GaiaAlerts,Gaia17beb,Gaia - Gaia-photometric,BAO-2.16m - Cassegrain,1,1,,16.04,G-Gaia,5/3/2017 17:32,Gaia_Bot1,
19351,AT 2017cjx,286.24579,-16.27714,CV,0,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia17atk,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.38,G-Gaia,3/19/2017 6:38,Gaia_Bot1,
19209,AT 2017cem,109.44633,2.60929,CV,0,,,ATLAS,,ATLAS,ATLAS17bui,ATLAS1 - ACAM1,LT - SPRAT,1,1,,17.16,orange-ATLAS,3/14/2017 5:36,ATLAS_Bot1,
19208,AT 2017cel,119.70187,-11.2476,CV,0,,,"ATLAS, GaiaAlerts",,ATLAS, GaiaAlerts,ATLAS17bue,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",LT - SPRAT,1,1,,16.86,orange-ATLAS,3/14/2017 10:19,ATLAS_Bot1
19105,AT 2017cam,252.98221,-16.35112,CV,,,,ASAS-SN,,ASAS-SN,ASASSN-17di,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,16.5,V-Johnson,3/5/2017 8:52,Stanek,
17467,AT 2017pv,144.41771,-28.99657,CV,0,,,ATLAS,PESSTO,ATLAS,ATLAS17anj,ATLAS1 - ACAM1,ESO-NTT - EFOSC2-NTT,1,1,,16.69,cyan-ATLAS,1/26/2017 11:45,ATLAS_Bot1,
17361,AT 2017lu,93.55396,-16.5627,CV,,,,GaiaAlerts,NUTS,GaiaAlerts,Gaia17aej,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,19.12,G-Gaia,1/17/2017 14:19,Gaia_Bot1,
16821,AT 2016izk,132.26983,14.41406,CV,,SDSS J084905.32+142502.3,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16pc,"ASASSN-2 - Cassius, ASASSN-1 - Brutus",LCO-duPont - WFCCD,1,1,,16.6,V-Johnson,12/22/2016 14:09,Stanek,,1237667731272630887,3,0.102702290498393,132.269161517308,14.4156445370141,22.18491,21.39196,20.68709,20.40983,20.0589,615,5182,301,120,4
16801,AT 2016iyr,173.40787,-42.2484,CV,0,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16cdu,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.84,G-Gaia,12/19/2016 1:33,Gaia_Bot1,
16536,AT 2016ion,61.72596,23.28338,CV,,,,Pan-STARRS1,Padova-Asiago,Pan-STARRS1,PS16fhg,PS1 - GPC1,Galileo - B&C-Asi-1.22m,1,1,,14.8,w-PS1,11/26/2016 12:01,PS1_Bot1,
16500,AT 2016ind,104.27646,-31.99098,CV,0,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16fgc,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.85,i-Sloan,10/19/2016 14:29,PS1_Bot1,
16157,AT 2016iad,175.91425,-10.26977,CV,,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16ne,ASASSN-1 - Brutus,MDM-2.4 - OSMOS,1,1,,15.1,V-Johnson,11/11/2016 15:07,Stanek,
16150,AT 2016hzw,87.70025,70.00718,CV,,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16nc,"APO 3.5m - DIS, ASASSN-1 - Brutus",LT - SPRAT,1,1,,16.3,V-Johnson,11/10/2016 13:12,Stanek,
16149,AT 2016hzv,298.96521,-17.75956,CV,,,,ASAS-SN,,ASAS-SN,ASASSN-16nb,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,16.1,V-Johnson,11/10/2016 0:14,Stanek,
16043,AT 2016hvt,95.47154,-27.16737,CV,0,,,"DLT40, Pan-STARRS1",PESSTO,DLT40, Pan-STARRS1,DLT16ai,"Other - Other, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.1467,Clear-,11/6/2016 7:04,DLT40_bot1
16040,AT 2016hvq,326.89325,-25.79242,CV,,,,ASAS-SN,NUTS,ASAS-SN,ASASSN-16mx,ASASSN-2 - Cassius,NOT - ALFOSC,1,1,,16.8,V-Johnson,11/2/2016 3:36,Stanek,
13899,AT 2016esi,112.33958,-35.96983,CV,,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16aya,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.42,G-Gaia,8/3/2016 5:31,Gaia_Bot1,
13845,AT 2016eqg,274.76208,9.92853,CV,,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16axu,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.88,G-Gaia,8/2/2016 6:23,Gaia_Bot1,
13844,AT 2016eqf,302.69667,58.52972,CV,,,,GaiaAlerts,Padova-Asiago,GaiaAlerts,Gaia16axt,Gaia - Gaia-photometric,Ekar - AFOSC,1,1,,17.51,G-Gaia,8/1/2016 7:12,Gaia_Bot1,
13772,AT 2016enm,257.27075,-17.60604,CV,,,,"ATLAS, GaiaAlerts",PESSTO,ATLAS, GaiaAlerts,ATLAS16bxt,"ATLAS1 - ACAM1, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.88,cyan-ATLAS,8/1/2016 7:33,ATLAS_Bot1
13711,AT 2016ele,215.35167,-84.52517,CV,,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16awy,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.13,G-Gaia,7/28/2016 4:36,Gaia_Bot1,
13689,AT 2016eki,257.265,-6.52186,CV,0,,,GaiaAlerts,,GaiaAlerts,Gaia16aws,Gaia - Gaia-photometric,P60 - SED-Machine,1,1,,16.97,G-Gaia,7/26/2016 11:57,Gaia_Bot1,
13671,AT 2016ejq,256.95667,-20.44089,CV,,,,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16awm,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.23,G-Gaia,7/26/2016 5:42,Gaia_Bot1,
12709,AT 2016cyq,304.36471,-16.5521,CV,,No host in DSS,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16gs,"ASASSN-2 - Cassius, ASASSN-1 - Brutus",FLWO 1.5m - FAST,1,1,,15.9,V-Johnson,6/28/2016 8:28,Stanek,
12667,AT 2016cxa,287.17587,49.73814,CV,,,,Pan-STARRS1,Padova-Asiago,Pan-STARRS1,PS16cvb,PS1 - GPC1,Ekar - AFOSC,1,1,,16.57,z-Sloan,6/19/2016 14:24,Young,
12430,AT 2016cny,305.70883,22.70268,CV,,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16fm,ASASSN-1 - Brutus,LT - SPRAT,1,1,,16.9,V-Johnson,5/13/2016 14:09,Brown,
11680,AT 2016blf,98.553,-32.99712,CV,,,,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16do,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,16.1,V-Johnson,3/30/2016 2:52,Brown,
11355,AT 2016ays,118.51229,-1.23242,CV,,,,ATLAS,,ATLAS,ATLAS16aed,ATLAS1 - ACAM1,,1,1,,17.38,orange-ATLAS,2/27/2016 9:07,Young,,1237654897369220759,3,0.00147258852259923,118.512299538407,-1.23239738525466,22.32478,21.95266,21.78947,21.89479,21.22782,1687,2194,301,55,3
10519,AT 2016su,142.92712,-30.21697,CV,0,,,Pan-STARRS1,PESSTO,Pan-STARRS1,PS16uk,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,17.8267,i-Sloan,1/22/2016 11:02,Young,
